filename,true_class,predicted_class,correct
early_blight_leaf\Eb678.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb679.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb68.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb680.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb684.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb685.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb688.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb689.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb691.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb693.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb695.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb698.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb7.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb702.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb703.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb704.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb705.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb706.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb707.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb708.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb710.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb711.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb713.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb715.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb718.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb719.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb72.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb720.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb721.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb723.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb724.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb726.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb727.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb730.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb732.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb733.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb734.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb735.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb736.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb737.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb738.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb739.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb74.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb740.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb742.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb743.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb744.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb746.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb747.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb749.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb750.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb753.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb754.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb756.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb761.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb763.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb764.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb765.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb767.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb768.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb769.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb77.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb770.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb771.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb773.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb774.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb776.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb778.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb779.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb78.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb783.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb786.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb787.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb79.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb791.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb794.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb795.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb796.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb797.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb798.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb799.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb80.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb800.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb81.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb82.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb84.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb85.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb87.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb89.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb9.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb90.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb91.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb92.npy,early_blight_leaf,healthy_leaf,False
early_blight_leaf\Eb93.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb94.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb95.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb96.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb97.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb98.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb99.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Slf104.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf106.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf110.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf115.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf118.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf125.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf21.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf24.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf27.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf3.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf36.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf37.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf38.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf49.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf53.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf54.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf63.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf66.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf71.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf78.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf87.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Slf99.npy,early_blight_leaf,septoria_leaf,False
healthy_leaf\H1002.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1004.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1005.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1006.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1009.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1010.npy,healthy_leaf,early_blight_leaf,False
healthy_leaf\H1011.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1015.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1022.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1023.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1024.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1025.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1026.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1028.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1032.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1033.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1035.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1037.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1039.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H104.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1042.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1046.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1047.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1048.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1049.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1051.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1052.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1053.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1057.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H106.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1061.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1069.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1073.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1077.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1079.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1080.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1081.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1084.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1087.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1089.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1091.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1092.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1095.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1097.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H110.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1101.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1102.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1103.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1104.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1110.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1113.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1114.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1116.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H112.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1121.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1123.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1124.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1128.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1133.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1134.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1136.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1137.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1139.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H114.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1142.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1144.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1145.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1146.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1147.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1149.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H115.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1153.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1158.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1161.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1166.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1172.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1173.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1175.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H118.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1180.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1181.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1185.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1186.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1187.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1200.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1205.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1206.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1209.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H121.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1214.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1217.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1225.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1227.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1228.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H123.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1241.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1245.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1247.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H125.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1255.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1257.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1259.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H126.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1260.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1262.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1263.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H1267.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H128.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H132.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H134.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H137.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H138.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H14.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H140.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H142.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H144.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H145.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H147.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H152.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H155.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H157.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H158.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H161.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H162.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H163.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H164.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H165.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H169.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H171.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H172.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H174.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H176.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H177.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H178.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H180.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H185.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H186.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H189.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H191.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H192.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H199.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H20.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H200.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H201.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H203.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H204.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H205.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H206.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H208.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H211.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H213.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H22.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H220.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H223.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H225.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H227.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H228.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H232.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H233.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H234.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H235.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H237.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H242.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H246.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H249.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H25.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H251.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H253.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H255.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H256.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H258.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H26.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H260.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H262.npy,healthy_leaf,early_blight_leaf,False
healthy_leaf\H267.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H268.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H269.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H273.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H274.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H276.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H278.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H279.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H28.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H280.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H283.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H285.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H286.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H288.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H290.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H291.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H293.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H294.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H3.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H30.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H301.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H304.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H306.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H308.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H309.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H310.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H311.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H319.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H323.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H326.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H33.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H332.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H335.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H336.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H339.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H341.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H344.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H345.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H346.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H347.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H349.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H353.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H355.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H358.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H360.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H363.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H364.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H38.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H383.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H389.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H39.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H392.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H394.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H397.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H4.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H40.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H400.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H405.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H409.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H413.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H416.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H422.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H425.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H428.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H430.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H436.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H437.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H439.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H44.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H440.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H444.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H449.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H450.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H456.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H459.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H460.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H461.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H463.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H464.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H465.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H466.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H467.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H475.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H476.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H478.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H48.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H484.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H486.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H489.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H49.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H490.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H493.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H496.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H499.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H50.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H500.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H501.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H502.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H504.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H506.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H51.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H510.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H511.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H513.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H517.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H519.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H52.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H520.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H53.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H532.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H533.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H536.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H538.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H539.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H541.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H544.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H548.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H553.npy,healthy_leaf,healthy_leaf,True
healthy_leaf\H557.npy,healthy_leaf,healthy_leaf,True
